1.42046998   0.95745675   1.09309722   1.08841090   1.09210349   108.44532745   111.56660145   107.01372494   112.05672181   80.00000000   198.37549395   317.04183495   198.47244297
1.42066915   0.95733636   1.09304523   1.08852591   1.09197002   108.47259500   111.49758463   107.09393586   112.07107494   82.50000000   200.87376385   319.57816246   200.98397544
1.42088203   0.95720682   1.09297871   1.08864934   1.09183889   108.50092011   111.42039434   107.18649601   112.08329018   85.00000000   203.38132403   322.13273697   203.50468700
1.42112771   0.95706842   1.09289195   1.08877801   1.09170266   108.53271590   111.33362653   107.29041228   112.09311280   87.50000000   205.89760515   324.70651661   206.03470725
1.42136576   0.95692622   1.09279612   1.08891395   1.09157883   108.56291288   111.23878866   107.40692469   112.10143194   90.00000000   208.42326528   327.29887710   208.57404746
1.42160726   0.95678125   1.09268686   1.08905586   1.09146166   108.59326624   111.13524389   107.53479409   112.10781106   92.50000000   210.95793335   329.91014141   211.12269159
1.42184864   0.95663616   1.09256545   1.08920290   1.09135201   108.62309678   111.02350026   107.67308619   112.11195757   95.00000000   213.50171788   332.53974003   213.68048597
1.42209024   0.95649326   1.09242990   1.08935339   1.09125112   108.65241396   110.90267992   107.82157029   112.11405798   97.50000000   216.05351541   335.18777874   216.24709805
1.42232070   0.95635588   1.09228276   1.08950884   1.09116213   108.67985158   110.77350569   107.97966248   112.11419250   100.00000000   218.61289600   337.85298760   218.82196120
1.42253814   0.95622628   1.09212455   1.08966773   1.09108528   108.70531413   110.63639578   108.14619336   112.11218492   102.50000000   221.17909801   340.53418317   221.40442706
1.42273840   0.95610703   1.09195619   1.08982945   1.09102161   108.72832053   110.49184426   108.32013227   112.10800336   105.00000000   223.75112302   343.22982993   223.99365099
1.42291741   0.95600051   1.09177875   1.08999348   1.09097196   108.74845128   110.34044586   108.50037131   112.10165149   107.50000000   226.32783318   345.93813554   226.58865624
1.42307147   0.95590888   1.09159358   1.09015893   1.09093725   108.76514302   110.18329096   108.68563250   112.09275603   110.00000000   228.90848039   348.65662346   229.18836795
